Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
05/21/2024,191,191.925,191,191.9,0.875,+0.46%,1206,8669
05/20/2024,190.9,191.475,190.75,191.025,0.075,+0.04%,742,8515
05/17/2024,190,191.05,189.9,190.95,1.05,+0.55%,846,8387
05/16/2024,189.375,190.4,189.375,189.9,0.525,+0.28%,527,8132
05/15/2024,189.5,190,189,189.375,0.15,+0.08%,496,7973
05/14/2024,187.8,189.55,187.475,189.225,1.925,+1.03%,765,7916
05/13/2024,187.325,188.45,186.55,187.3,0.05,+0.03%,676,7861
05/10/2024,186.725,187.6,185.9,187.25,0.55,+0.29%,639,7831
05/09/2024,187.925,188.375,186.45,186.7,-0.85,-0.45%,604,7838
05/08/2024,189.05,189.25,187.425,187.55,-1.325,-0.70%,362,7919
05/07/2024,188.35,189.575,188.35,188.875,0.925,+0.49%,324,7915
05/06/2024,188.275,188.35,187.475,187.95,-0.4,-0.21%,513,7883
05/03/2024,188.35,189.125,187.85,188.35,0.325,+0.17%,410,7875
05/02/2024,188.45,189.35,187.775,188.025,2.25,+1.21%,1122,7878
05/01/2024,188.05,188.55,184.875,185.775,-2.275,-1.21%,925,7639
04/30/2024,190.075,190.075,187.375,188.05,-2.325,-1.22%,749,7552
04/29/2024,190.5,191.325,190.1,190.375,-0.375,-0.20%,356,7491
04/26/2024,190,191.525,189.875,190.75,0.675,+0.36%,427,7412
04/25/2024,188.275,190.45,187.325,190.075,1.45,+0.77%,912,7291
04/24/2024,189.4,190.825,188.275,188.625,-1.2,-0.63%,1223,7209
04/23/2024,188.9,190.325,188.325,189.825,0.8,+0.42%,1954,7272
04/22/2024,187.025,189.425,187.025,189.025,2.5,+1.34%,1113,7282
04/19/2024,186.075,186.75,185.75,186.525,0.05,+0.03%,458,7123
04/18/2024,185.65,186.65,185.35,186.475,0.9,+0.48%,634,7030
04/17/2024,185.025,185.75,185.025,185.575,0.225,+0.12%,401,6916
04/16/2024,183.775,185.7,183.325,185.35,1.375,+0.75%,532,6936
04/15/2024,182.575,184.525,182.575,183.975,1.625,+0.89%,880,6937
04/12/2024,184.625,185.15,181.375,182.35,-2.375,-1.29%,936,6736
04/11/2024,183.525,184.925,183.05,184.725,0.5,+0.27%,338,6532
04/10/2024,185.5,186.125,183.5,184.225,-1.3,-0.70%,404,6505
04/09/2024,184.725,185.9,184.45,185.525,1.1,+0.60%,500,6499
04/08/2024,184.05,185.025,183.6,184.425,0.375,+0.20%,369,6475
04/05/2024,186.75,186.875,183.4,184.05,-2.875,-1.54%,1370,6409
04/04/2024,185.675,187.475,185.625,186.925,1.25,+0.67%,936,6234
04/03/2024,186.725,187.375,184.225,185.675,-0.725,-0.39%,826,6406
04/02/2024,185.85,187.2,185.15,186.4,0.5,+0.27%,1568,6420
04/01/2024,189.575,191.25,184.9,185.9,-4.825,-2.53%,700,6439
03/28/2024,189,190.925,188.575,190.725,1.45,+0.77%,459,6382
03/27/2024,189.25,189.575,188.325,189.275,0.2,+0.11%,459,6439
