Time,Open,High,Low,Last,Change,%Chg,Volume
05/24/2024,106.28,106.5,106.28,106.44,0.13,+0.12%,592900
05/23/2024,106.78,106.78,106.235,106.31,-0.41,-0.38%,1413600
05/22/2024,106.58,106.79,106.58,106.72,-0.02,-0.02%,2187600
05/21/2024,106.78,106.835,106.71,106.74,0.2,+0.19%,1827900
05/20/2024,106.48,106.61,106.455,106.54,-0.04,-0.04%,2841800
05/17/2024,106.6,106.73,106.57,106.58,-0.1,-0.09%,2103000
05/16/2024,106.9,106.91,106.68,106.68,-0.15,-0.14%,1492400
05/15/2024,106.62,106.92,106.54,106.83,0.54,+0.51%,2707600
05/14/2024,106.14,106.315,106.095,106.29,0.2,+0.19%,1609500
05/13/2024,106.19,106.24,106.04,106.09,0.04,+0.04%,1493100
05/10/2024,106.16,106.215,105.98,106.05,-0.17,-0.16%,1922000
05/09/2024,105.84,106.25,105.84,106.22,0.38,+0.36%,2047000
05/08/2024,105.85,105.94,105.79,105.84,-0.12,-0.11%,1508000
05/07/2024,106.29,106.29,105.915,105.96,-0.02,-0.02%,2088600
05/06/2024,105.94,106.035,105.855,105.98,0.05,+0.05%,1027300
05/03/2024,106.03,106.12,105.67,105.93,0.54,+0.51%,2388200
05/02/2024,105.04,105.4673,105.02,105.39,0.38,+0.36%,2093000
05/01/2024,105.02,105.36,104.67,105.01,-0.52,-0.49%,3188200
04/30/2024,105.72,105.84,105.49,105.53,-0.51,-0.48%,3238400
04/29/2024,105.94,106.1199,105.8902,106.04,0.26,+0.25%,1333800
04/26/2024,105.71,105.91,105.71,105.78,0.27,+0.26%,1382500
04/25/2024,105.28,105.56,105.25,105.51,-0.16,-0.15%,2417500
04/24/2024,105.73,105.77,105.51,105.67,-0.22,-0.21%,1970900
04/23/2024,105.67,106.0601,105.595,105.89,0.1,+0.09%,2243000
04/22/2024,105.59,105.8302,105.59,105.79,0.01,+0.01%,1561100
04/19/2024,105.83,105.915,105.74,105.78,0.16,+0.15%,1484700
04/18/2024,105.73,105.74,105.45,105.62,-0.14,-0.13%,1491900
04/17/2024,105.47,105.84,105.45,105.76,0.41,+0.39%,2567400
04/16/2024,105.46,105.62,105.31,105.35,-0.43,-0.41%,4094500
04/15/2024,105.73,105.78,105.455,105.78,-0.34,-0.32%,1793800
04/12/2024,106.22,106.4,106.12,106.12,0.37,+0.35%,5867100
04/11/2024,106.04,106.07,105.65,105.75,-0.09,-0.09%,5224100
04/10/2024,106.36,106.43,105.83,105.84,-1.03,-0.96%,2194300
