Time,Open,High,Low,Last,Change,%Chg,Volume
11/17/2023,4509.55,4520.12,4499.66,4514.02,5.78,+0.13%,0
11/16/2023,4497.08,4511.75,4487.83,4508.24,5.36,+0.12%,0
11/15/2023,4505.3,4521.17,4495.31,4502.88,7.18,+0.16%,0
11/14/2023,4458.97,4508.67,4458.97,4495.7,84.15,+1.91%,0
11/13/2023,4406.66,4421.76,4393.82,4411.55,-3.69,-0.08%,0
11/10/2023,4364.15,4418.03,4353.34,4415.24,67.89,+1.56%,0
11/09/2023,4391.41,4392,4344.01,4347.35,-35.43,-0.81%,0
11/08/2023,4384.37,4391.2,4359.76,4382.78,4.4,+0.10%,0
11/07/2023,4366.21,4386.26,4356.15,4378.38,12.4,+0.28%,0
11/06/2023,4364.27,4372.21,4347.53,4365.98,7.64,+0.18%,0
11/03/2023,4340.68,4373.62,4339.36,4358.34,40.56,+0.94%,0
11/02/2023,4268.26,4319.72,4268.26,4317.78,79.92,+1.89%,0
11/01/2023,4201.27,4245.64,4197.74,4237.86,44.06,+1.05%,0
"Downloaded from Barchart.com as of 12-07-2024 02:57pm CST"
