Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
02/29/2024,1108,1108,1108,1108,-2.,-0.18%,0,0
02/28/2024,1110,1110,1110,1110,4,+0.36%,0,0
02/27/2024,1106,1106,1106,1106,-3.,-0.27%,0,0
02/26/2024,1109,1109,1109,1109,3,+0.27%,0,0
02/23/2024,1106,1106,1106,1106,-14.,-1.25%,0,0
02/22/2024,1120,1120,1120,1120,-13.,-1.15%,0,0
02/21/2024,1133,1133,1133,1133,-19.,-1.65%,0,0
02/20/2024,1152,1152,1152,1152,8,+0.70%,0,0
02/16/2024,1144,1144,1144,1144,9,+0.79%,0,0
02/15/2024,1135,1135,1135,1135,-8.,-0.70%,0,0
02/14/2024,1143,1143,1143,1143,-16.,-1.38%,0,0
02/13/2024,1159,1159,1159,1159,-14.,-1.19%,0,0
02/12/2024,1173,1173,1173,1173,15,+1.30%,0,0
02/09/2024,1158,1158,1158,1158,-10.,-0.86%,0,0
02/08/2024,1168,1168,1168,1168,3,+0.26%,0,0
02/07/2024,1165,1165,1165,1165,-10.,-0.85%,0,0
02/06/2024,1175,1175,1175,1175,3,+0.26%,0,0
02/05/2024,1172,1172,1172,1172,8,+0.69%,0,0
02/02/2024,1164,1164,1164,1164,-15.,-1.27%,0,0
02/01/2024,1179,1179,1179,1179,-19.,-1.59%,0,0
01/31/2024,1198,1198,1198,1198,2,+0.17%,0,0
01/30/2024,1196,1196,1196,1196,24,+2.05%,0,0
01/29/2024,1172,1172,1172,1172,-14.,-1.18%,0,0
01/26/2024,1186,1186,1186,1186,-13.,-1.08%,0,0
01/25/2024,1199,1199,1199,1199,-15.,-1.24%,0,0
01/24/2024,1214,1214,1214,1214,1,+0.08%,0,0
01/23/2024,1213,1213,1213,1213,15,+1.25%,0,0
01/22/2024,1198,1198,1198,1198,11,+0.93%,0,0
01/19/2024,1187,1187,1187,1187,-1.,-0.08%,0,0
01/18/2024,1188,1188,1188,1188,8,+0.68%,0,0
01/17/2024,1180,1180,1180,1180,-24.,-1.99%,0,0
01/16/2024,1204,1204,1204,1204,2,+0.17%,0,0
01/12/2024,1202,1202,1202,1202,-12.,-0.99%,0,0
01/11/2024,1214,1214,1214,1214,0,0.00%,0,0
01/10/2024,1214,1214,1214,1214,-7.,-0.57%,0,0
01/09/2024,1221,1221,1221,1221,7,+0.58%,0,0
01/08/2024,1214,1214,1214,1214,-11.,-0.90%,0,0
01/05/2024,1225,1225,1225,1225,-11.,-0.89%,0,0
01/04/2024,1236,1236,1236,1236,-11.,-0.88%,0,0
